,Source IP address,Source port number,Destination IP address,Destination port number,Transaction protocol,"Indicates to the state and its dependent protocol, e.g. ACC, CLO, CON, ECO, ECR, FIN, INT, MAS, PAR, REQ, RST, TST, TXD, URH, URN, and (-) (if not used state)",Record total duration,Source to destination transaction bytes ,Destination to source transaction bytes,Source to destination time to live value ,Destination to source time to live value,Source packets retransmitted or dropped ,Destination packets retransmitted or dropped,"http, ftp, smtp, ssh, dns, ftp-data ,irc  and (-) if not much used service",Source bits per second,Destination bits per second,Source to destination packet count ,Destination to source packet count,Source TCP window advertisement value,Destination TCP window advertisement value,Source TCP base sequence number,Destination TCP base sequence number,Mean of the ?ow packet size transmitted by the src ,Mean of the ?ow packet size transmitted by the dst ,Represents the pipelined depth into the connection of http request/response transaction,Actual uncompressed content size of the data transferred from the server’s http service.,Source jitter (mSec),Destination jitter (mSec),record start time,record last time,Source interpacket arrival time (mSec),Destination interpacket arrival time (mSec),"TCP connection setup round-trip time, the sum of ’synack’ and ’ackdat’.","TCP connection setup time, the time between the SYN and the SYN_ACK packets.","TCP connection setup time, the time between the SYN_ACK and the ACK packets.","If source (1) and destination (3)IP addresses equal and port numbers (2)(4)  equal then, this variable takes value 1 else 0",No. for each state (6) according to specific range of values for source/destination time to live (10) (11).,No. of flows that has methods such as Get and Post in http service.,If the ftp session is accessed by user and password then 1 else 0. ,No of flows that has a command in ftp session.,No. of connections that contain the same service (14) and source address (1) in 100 connections according to the last time (26).,No. of connections that contain the same service (14) and destination address (3) in 100 connections according to the last time (26).,No. of connections of the same destination address (3) in 100 connections according to the last time (26).,No. of connections of the same source address (1) in 100 connections according to the last time (26).,No of connections of the same source address (1) and the destination port (4) in 100 connections according to the last time (26).,No of connections of the same destination address (3) and the source port (2) in 100 connections according to the last time (26).,No of connections of the same source (1) and the destination (3) address in in 100 connections according to the last time (26).,"The name of each attack category. In this data set , nine categories e.g. Fuzzers, Analysis, Backdoors, DoS Exploits, Generic, Reconnaissance, Shellcode and Worms",0 for normal and 1 for attack records
721,175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:01,1421930761,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,12,4,4,5,DoS,1
722,175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:01,1421930761,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,12,4,4,5,DoS,1
723,175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:01,1421930761,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,12,4,4,5,DoS,1
724,175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:01,1421930761,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,12,4,4,5,DoS,1
725,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:02,1421930762,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,1,1,1,1,1,DoS,1
726,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:02,1421930762,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,3,3,3,3,3,DoS,1
727,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:02,1421930762,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,3,3,3,3,3,DoS,1
728,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:02,1421930762,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,3,3,3,3,3,DoS,1
729,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:03,1421930763,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,11,4,4,4,DoS,1
730,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:03,1421930763,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,11,4,4,4,DoS,1
731,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:03,1421930763,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,11,4,4,4,DoS,1
732,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:03,1421930763,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,11,4,4,4,DoS,1
733,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:04,1421930764,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,5,9,4,4,5,DoS,1
734,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:04,1421930764,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,5,9,4,4,5,DoS,1
735,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:04,1421930764,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,5,9,4,4,5,DoS,1
736,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:04,1421930764,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,5,9,4,4,5,DoS,1
737,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:05,1421930765,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,4,4,4,4,DoS,1
738,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:05,1421930765,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,4,4,4,4,DoS,1
739,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:05,1421930765,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,4,4,4,4,DoS,1
740,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:05,1421930765,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,4,4,4,4,DoS,1
741,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:06,1421930766,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,6,2,2,2,DoS,1
742,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:06,1421930766,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,6,2,2,2,DoS,1
743,175.45.176.3,48828,149.171.126.17,80,tcp,FIN,0.797581,778,1180,62,252,2,2,http,7031.260742,10361.33008,10,8,255,255,105052853,2503414494,78,148,0,0,5073.789767,140.728766,2015-01-22 12:46:05,1421930766,88.620111,101.132711,0.112201,0.053777,0.058424,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
744,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:07,1421930767,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,8,4,4,5,DoS,1
745,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:07,1421930767,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,8,4,4,5,DoS,1
746,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:07,1421930767,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,8,4,4,5,DoS,1
747,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:07,1421930767,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,8,4,4,5,DoS,1
748,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:08,1421930768,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,2,2,2,2,DoS,1
749,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:08,1421930768,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,2,2,2,2,DoS,1
750,175.45.176.0,49516,149.171.126.16,25,tcp,FIN,2.148531,3307,1796,254,252,8,8,smtp,11755.00879,6355.970703,22,20,255,255,3523671934,343485487,150,90,0,0,5312.290604,139.571828,2015-01-22 12:46:05,1421930768,102.310997,107.486477,0.11672,0.069369,0.047351,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
751,175.45.176.1,0,149.171.126.12,0,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:09,1421930769,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,2,2,2,2,DoS,1
752,175.45.176.1,0,149.171.126.12,0,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:09,1421930769,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,2,2,2,2,DoS,1
753,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:10,1421930770,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,5,2,2,2,DoS,1
754,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:10,1421930770,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,5,2,2,2,DoS,1
755,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:11,1421930771,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,3,2,2,2,DoS,1
756,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:11,1421930771,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,3,2,2,2,DoS,1
757,175.45.176.1,2125,149.171.126.16,25,tcp,FIN,2.210353,19871,1838,254,253,14,8,smtp,69806.04688,6304.875488,34,19,255,255,848769916,290371675,584,97,0,0,4051.4245,135.651641,2015-01-22 12:46:09,1421930771,63.297486,114.7225,0.226569,0.145345,0.081224,0,1,0,0,0,1,1,1,3,1,1,1,DoS,1
758,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:12,1421930772,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,2,2,2,2,DoS,1
759,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:12,1421930772,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,2,2,2,2,DoS,1
760,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:13,1421930773,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,DoS,1
761,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:13,1421930773,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,DoS,1
762,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:14,1421930774,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,DoS,1
763,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:14,1421930774,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,DoS,1
764,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:15,1421930775,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,3,7,2,2,3,DoS,1
765,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:15,1421930775,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,3,7,2,2,3,DoS,1
766,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:16,1421930776,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,2,6,2,2,2,DoS,1
767,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:16,1421930776,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,2,6,2,2,2,DoS,1
768,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:17,1421930777,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,8,4,4,5,DoS,1
769,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:17,1421930777,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,8,4,4,5,DoS,1
770,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:17,1421930777,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,8,4,4,5,DoS,1
771,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:17,1421930777,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,8,4,4,5,DoS,1
772,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:18,1421930778,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,5,4,4,4,DoS,1
773,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:18,1421930778,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,5,4,4,4,DoS,1
774,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:18,1421930778,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,5,4,4,4,DoS,1
775,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:18,1421930778,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,5,4,4,4,DoS,1
776,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:19,1421930779,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,3,7,2,2,3,DoS,1
777,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:19,1421930779,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,3,7,2,2,3,DoS,1
778,175.45.176.1,16681,149.171.126.17,80,tcp,FIN,0.439488,756,1190,62,252,2,2,http,12396.24316,18967.52539,10,8,255,255,2606636451,3124637976,76,149,0,0,2611.148547,96.93718,2015-01-22 12:46:20,1421930780,48.832,59.167,0.082257,0.024625,0.057632,0,1,0,0,0,2,1,1,4,1,1,1,DoS,1
779,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:22,1421930782,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,3,3,2,6,2,2,2,DoS,1
780,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:22,1421930782,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,3,3,2,6,2,2,2,DoS,1
781,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:25,1421930785,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,3,10,2,2,3,DoS,1
782,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:25,1421930785,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,3,10,2,2,3,DoS,1
783,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:27,1421930787,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,2,6,2,2,2,DoS,1
784,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:27,1421930787,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,2,6,2,2,2,DoS,1
785,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:29,1421930789,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,2,2,2,2,2,DoS,1
786,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:29,1421930789,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,2,2,2,2,2,DoS,1
787,175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:30,1421930790,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,5,4,4,4,4,DoS,1
788,175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:30,1421930790,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,5,4,4,4,4,DoS,1
789,175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:30,1421930790,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,5,4,4,4,4,DoS,1
790,175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:30,1421930790,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,5,4,4,4,4,DoS,1
791,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:31,1421930791,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,5,4,4,4,DoS,1
792,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:31,1421930791,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,5,4,4,4,DoS,1
793,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:31,1421930791,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,5,4,4,4,DoS,1
794,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:31,1421930791,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,5,4,4,4,DoS,1
795,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:32,1421930792,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,5,3,11,2,2,3,DoS,1
796,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:32,1421930792,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,5,3,11,2,2,3,DoS,1
797,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:33,1421930793,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,6,5,2,2,2,2,2,DoS,1
798,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:33,1421930793,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,6,5,2,2,2,2,2,DoS,1
799,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:36,1421930796,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,6,2,2,2,DoS,1
800,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:36,1421930796,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,6,2,2,2,DoS,1
801,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:39,1421930799,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,6,2,2,2,DoS,1
802,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:39,1421930799,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,6,2,2,2,DoS,1
803,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:44,1421930804,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,3,2,2,2,DoS,1
804,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:44,1421930804,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,3,2,2,2,DoS,1
